Invoice_ID,Invoice_Date,City,Store_Format,Category,Brand,Channel,Payment_Mode,Units,Cost_Price,Selling_Price,Revenue,Cost,Margin,Margin_%,Stock_On_Hand,Reorder_Level,Lead_Time_Days,Customer_Age,Customer_Gender,Loyalty_Flag
76824559,19-06-24 8:29,Chennai,Hyper,Dairy,Britannia,Omnichannel,UPI,3,157.0924845,183.76318,551.2895401,471.2774536,80.01208649,0.145136232,138,22,13,41,M,1
19601966,30-06-24 16:39,Hyderabad,Express,Dairy,Parle,Online,Card,3,20.87091162,24.74813137,74.24439412,62.61273485,11.63165927,0.156667172,329,38,14,,F,0
55527945,16-01-24 23:43,Pune,Hyper,Personal Care,Amul,Offline,UPI,2,135.0444852,182.0604461,364.1208922,270.0889704,94.03192185,0.258243687,113,75,4,46,F,1
54781246,18-07-24 11:57,Bengaluru,Hyper,Home Care,Tata,Offline,Cash,3,18.54247703,21.44081927,64.3224578,55.62743109,8.695026718,0.135178708,134,77,11,62,F,0
16605818,26-02-24 7:34,Pune,Hyper,Grocery,Parle,Omnichannel,Card,2,145.1099705,169.8518446,339.7036893,290.219941,49.48374828,0.145667386,473,73,5,39,M,0
95986173,28-09-24 7:59,Bengaluru,Super,Dairy,Nestle,Omnichannel,UPI,1,122.3070628,132.14869,132.14869,122.3070628,9.841627157,0.074473891,283,71,3,41,M,1
43302596,06-09-24 7:31,Mumbai,Super,Beverages,Britannia,Online,Cash,4,20.86360004,27.27400397,109.0960159,83.45440017,25.64161572,0.235037141,336,29,4,47,F,1
34534160,02-12-24 17:21,Delhi,Express,Fruits,PepsiCo,Offline,Card,1,56.14258725,69.59586092,69.59586092,56.14258725,13.45327366,0.193305658,210,60,6,64,nan,1
18013270,28-09-24 20:07,Mumbai,Hyper,Fruits,Britannia,Omnichannel,Cash,2,68.87895115,73.87637248,147.752745,137.7579023,9.994842669,0.067645733,80,37,13,,M,0
14758740,13-05-24 19:47,Delhi,Hyper,Home Care,Nestle,Offline,Wallet,2,161.5607901,196.5031874,393.0063747,323.1215801,69.88479459,0.17782102,375,52,13,23,M,0
27656525,19-12-24 3:24,Ahmedabad,Hyper,Snacks,Nestle,Omnichannel,Wallet,3,133.7202623,143.0903493,429.271048,401.1607868,28.1102612,0.065483711,349,22,8,49,F,0
76721177,29-05-24 23:03,Hyderabad,Super,Snacks,Tata,Online,Wallet,4,92.47202974,105.2395087,420.9580348,369.888119,51.06991579,0.121318306,173,69,12,54,M,0
34116325,28-04-24 22:14,Chennai,Super,Grocery,Amul,Offline,Card,3,134.5810634,147.1234134,441.3702402,403.7431902,37.62704998,0.085250537,117,60,9,,M,0
50896431,26-11-24 12:30,Hyderabad,Super,Vegetables,PepsiCo,Offline,Cash,1,151.6404133,194.613878,194.613878,151.6404133,42.97346461,0.220813978,211,52,9,,M,1
69539881,15-05-24 5:13,Chennai,Super,Personal Care,Tata,Online,Cash,1,59.23986314,79.0744175,79.0744175,59.23986314,19.83455437,0.250834024,226,20,5,46,M,0
40123439,28-01-24 20:46,Pune,Hyper,Personal Care,Britannia,Offline,UPI,4,179.7176935,211.9191209,847.6764838,718.8707741,128.8057096,0.151951496,146,57,8,23,F,0
46650377,20-06-24 9:19,Chennai,Express,Vegetables,ITC,Omnichannel,Cash,5,118.186741,131.8852392,659.426196,590.9337052,68.49249076,0.103866803,359,38,12,,M,0
53878517,17-10-24 10:10,Kolkata,Express,Vegetables,PepsiCo,Offline,UPI,1,105.2522372,129.8974956,129.8974956,105.2522372,24.64525844,0.189728511,403,35,7,39,nan,0
91370450,10-03-24 3:46,Mumbai,Hyper,Beverages,Amul,Offline,Wallet,5,22.42972826,25.15425125,125.7712563,112.1486413,13.62261495,0.108312625,499,38,9,24,M,1
93699956,17-06-24 23:22,Kolkata,Hyper,Vegetables,HUL,Online,Card,4,150.0139532,190.6019597,762.4078389,600.0558126,162.3520263,0.212946428,92,28,8,21,F,0
36068850,17-02-24 10:06,Bengaluru,Super,Grocery,Amul,Offline,Cash,1,142.1881245,179.2044291,179.2044291,142.1881245,37.01630452,0.206559094,455,36,12,,F,1
32522433,07-09-24 13:33,Kolkata,Express,Grocery,Britannia,Offline,Wallet,3,127.8935272,161.5598795,484.6796384,383.6805817,100.9990567,0.208383123,194,39,9,,nan,0
46372754,22-06-24 15:10,Ahmedabad,Hyper,Grocery,Parle,Online,Wallet,1,32.43198971,37.21875163,37.21875163,32.43198971,4.786761922,0.128611566,175,76,11,56,M,0
28046800,30-04-24 12:31,Bengaluru,Super,Home Care,Britannia,Offline,UPI,2,122.5185802,154.5187373,309.0374746,245.0371603,64.00031424,0.207095642,132,20,10,32,F,0
61160380,23-03-24 19:43,Ahmedabad,Hyper,Home Care,ITC,Offline,Wallet,1,155.6961799,208.2373448,208.2373448,155.6961799,52.54116486,0.252313844,485,43,3,18,F,0
58052033,25-07-24 1:01,Ahmedabad,Hyper,Dairy,PepsiCo,Omnichannel,UPI,2,37.24593236,45.1097694,90.21953881,74.49186473,15.72767408,0.174326696,186,65,3,,M,0
51906303,01-09-24 11:34,Kolkata,Hyper,Fruits,Nestle,Omnichannel,UPI,2,175.6703514,199.8431356,399.6862713,351.3407029,48.34556843,0.120958792,233,64,13,,F,0
51697749,09-12-24 5:05,Mumbai,Express,Grocery,PepsiCo,Offline,Cash,3,87.59969405,108.2258221,324.6774664,262.7990822,61.87838421,0.190584166,126,25,9,,O,0
87313706,08-06-24 13:27,Delhi,Hyper,Snacks,PepsiCo,Online,Card,1,74.33963774,83.01229038,83.01229038,74.33963774,8.672652643,0.104474321,351,53,11,,F,0
23481785,28-02-24 15:37,Hyderabad,Express,Personal Care,Nestle,Omnichannel,Wallet,1,166.1824671,218.596558,218.596558,166.1824671,52.41409089,0.239775463,461,70,4,,O,0
78985520,30-10-24 22:16,Pune,Express,Beverages,Tata,Omnichannel,Card,2,91.18437511,101.3505998,202.7011995,182.3687502,20.33244928,0.100307494,456,79,8,56,F,0
62259157,17-08-24 20:44,Kolkata,Express,Vegetables,Tata,Offline,Cash,3,44.62699197,59.73824968,179.214749,133.8809759,45.33377312,0.252957825,353,21,14,,F,0
81369016,12-09-24 14:20,Mumbai,Super,Home Care,ITC,Offline,UPI,2,177.4723681,232.6936125,465.3872249,354.9447361,110.4424888,0.237313108,93,21,9,,F,0
61704133,05-02-24 11:42,Ahmedabad,Express,Personal Care,Tata,Online,UPI,2,124.3388414,179.0273794,358.0547588,248.6776829,109.377076,0.305475834,355,29,13,,nan,0
79395506,24-04-24 0:20,Pune,Super,Vegetables,Amul,Offline,Card,2,70.65068141,88.56402366,177.1280473,141.3013628,35.82668451,0.202264323,442,58,13,,F,0
64488773,07-10-24 6:19,Mumbai,Super,Dairy,Amul,Offline,Wallet,4,124.5336045,164.1467663,656.5870654,498.1344181,158.4526472,0.241327701,92,68,12,,F,0
74077265,30-10-24 18:36,Hyderabad,Express,Vegetables,Britannia,Online,Card,4,180.3319884,235.7064675,942.8258699,721.3279537,221.4979162,0.234929825,204,24,10,,F,1
47219992,07-06-24 20:30,Hyderabad,Express,Home Care,Nestle,Offline,Cash,1,145.9505603,167.9405527,167.9405527,145.9505603,21.98999239,0.130939145,222,70,7,56,M,1
90457749,20-10-24 17:44,Delhi,Super,Personal Care,HUL,Offline,Card,2,162.6021061,177.884925,355.76985,325.2042123,30.56563769,0.085914075,329,50,4,52,F,0
36104385,03-11-24 5:14,Kolkata,Hyper,Dairy,Nestle,Offline,Wallet,3,58.09451351,71.38978211,214.1693463,174.2835405,39.88580579,0.186234895,222,63,6,48,M,0
74551804,21-05-24 10:19,Ahmedabad,Super,Snacks,Britannia,Online,Wallet,3,185.7722307,225.0316313,675.0948939,557.316692,117.7782018,0.174461698,425,47,14,,F,0
39549561,23-11-24 19:15,Mumbai,Hyper,Beverages,Britannia,Offline,Wallet,4,91.42438404,98.46145345,393.8458138,365.6975361,28.14827766,0.071470298,489,63,11,53,F,0
81215183,15-04-24 5:45,Chennai,Super,Grocery,HUL,Omnichannel,Card,1,29.66666816,42.84386732,42.84386732,29.66666816,13.17719916,0.307563252,52,25,5,32,M,1
85092141,28-03-24 10:31,Kolkata,Super,Home Care,Parle,Online,Wallet,3,80.09296807,85.97661348,257.9298404,240.2789042,17.65093622,0.068433091,106,67,8,30,M,1
26631119,06-09-24 2:40,Chennai,Express,Vegetables,Nestle,Offline,UPI,4,179.6657973,233.3370858,933.3483433,718.6631891,214.6851542,0.230016109,125,25,7,54,M,0
66258709,20-08-24 10:02,Kolkata,Hyper,Vegetables,PepsiCo,Offline,Wallet,3,122.6985106,133.5903189,400.7709567,368.0955318,32.67542489,0.081531419,461,39,13,56,M,0
57523257,21-02-24 0:14,Mumbai,Hyper,Dairy,Britannia,Omnichannel,Card,5,113.7298899,132.5804119,662.9020597,568.6494497,94.25261001,0.142181803,50,28,5,,F,0
45822126,30-10-24 22:47,Hyderabad,Express,Dairy,HUL,Offline,UPI,4,80.89529255,91.07948089,364.3179235,323.5811702,40.73675333,0.111816495,116,59,9,60,M,0
35115382,13-03-24 23:11,Ahmedabad,Super,Vegetables,Nestle,Online,Wallet,1,15.52372209,17.14499721,17.14499721,15.52372209,1.621275116,0.094562577,351,65,11,54,F,0
65194024,20-10-24 18:55,Hyderabad,Express,Home Care,Parle,Offline,Cash,1,61.32110371,69.8633308,69.8633308,61.32110371,8.542227095,0.122270539,432,58,11,,O,0
84118804,03-01-24 16:29,Ahmedabad,Hyper,Grocery,ITC,Omnichannel,Card,3,186.5725478,210.2761583,630.8284748,559.7176434,71.11083141,0.112726096,363,38,12,,F,0
41465253,17-10-24 20:21,Hyderabad,Hyper,Personal Care,HUL,Omnichannel,Cash,5,196.7476474,271.2018958,1356.009479,983.7382368,372.271242,0.274534395,269,74,11,,F,0
40073944,14-10-24 5:28,Pune,Super,Beverages,Tata,Omnichannel,Card,5,52.81216647,57.37349797,286.8674898,264.0608324,22.80665747,0.079502412,163,75,12,21,M,1
87638310,11-10-24 20:00,Hyderabad,Hyper,Home Care,HUL,Online,UPI,1,187.2286231,239.8827226,239.8827226,187.2286231,52.65409953,0.219499341,145,51,8,39,M,0
77995770,30-08-24 16:06,Mumbai,Hyper,Beverages,Britannia,Online,UPI,2,184.6555527,236.2992721,472.5985442,369.3111053,103.2874389,0.218552173,310,32,12,,M,0
75486881,21-06-24 2:56,Chennai,Super,Vegetables,Tata,Omnichannel,UPI,4,120.6295357,173.4716619,693.8866477,482.5181426,211.368505,0.304615323,96,71,6,,F,0
63299949,14-09-24 9:15,Mumbai,Super,Grocery,PepsiCo,Online,Card,4,173.8751659,244.756168,979.024672,695.5006636,283.5240084,0.28959843,371,56,6,,F,0
19085378,11-04-24 3:35,Hyderabad,Express,Home Care,Nestle,Online,Wallet,3,48.26926898,51.43560624,154.3068187,144.8078069,9.499011786,0.061559248,88,71,12,41,F,0
23542035,11-10-24 23:11,Bengaluru,Express,Fruits,Tata,Offline,Wallet,4,35.66422003,41.85697196,167.4278879,142.6568801,24.77100775,0.147950309,360,57,8,20,M,1
15055300,21-07-24 19:28,Chennai,Express,Home Care,Tata,Online,Card,3,54.20037133,57.75228815,173.2568644,162.601114,10.65575045,0.061502616,173,71,9,39,F,1
38283709,16-06-24 12:06,Ahmedabad,Hyper,Grocery,HUL,Online,UPI,5,65.7084301,89.51190688,447.5595344,328.5421505,119.0173839,0.265925256,295,62,11,46,M,1
13007566,03-07-24 13:07,Chennai,Hyper,Beverages,Nestle,Offline,UPI,2,144.5393413,195.1783581,390.3567162,289.0786826,101.2780336,0.259449958,365,34,4,,F,0
52406365,26-07-24 14:10,Delhi,Hyper,Fruits,Parle,Online,Cash,3,192.42787,249.7724926,749.3174778,577.2836101,172.0338677,0.229587422,227,78,12,23,M,1
12478009,14-01-24 14:25,Ahmedabad,Hyper,Dairy,Britannia,Omnichannel,Cash,5,92.67084026,101.1843008,505.9215042,463.3542013,42.56730289,0.084138157,418,72,7,,F,0
99595385,21-02-24 0:37,Pune,Hyper,Vegetables,ITC,Online,Cash,4,135.4085514,155.0190526,620.0762106,541.6342055,78.44200508,0.126503813,179,51,6,,M,0
54721897,30-03-24 14:25,Mumbai,Express,Personal Care,Nestle,Online,UPI,3,63.52528448,67.75286134,203.258584,190.5758535,12.68273057,0.062397023,437,24,6,,F,1
11163492,11-02-24 19:17,Kolkata,Hyper,Beverages,PepsiCo,Offline,Card,3,57.03951566,81.21986889,243.6596067,171.118547,72.54105969,0.297714753,210,31,11,58,F,1
26275763,09-06-24 11:01,Ahmedabad,Super,Personal Care,Britannia,Offline,UPI,3,44.42151695,59.65923191,178.9776957,133.2645508,45.7131449,0.255412523,86,67,13,50,F,0
26900697,31-08-24 23:13,Chennai,Super,Home Care,Britannia,Omnichannel,Wallet,5,38.63806794,55.5192915,277.5964575,193.1903397,84.40611778,0.3040605,482,67,13,,F,0
70707956,26-08-24 20:48,Ahmedabad,Super,Home Care,HUL,Online,Wallet,3,46.74541005,60.34803085,181.0440925,140.2362301,40.80786241,0.225402894,487,31,13,25,F,0
79293854,20-06-24 22:48,Bengaluru,Super,Snacks,Britannia,Omnichannel,Card,1,144.1002921,180.191966,180.191966,144.1002921,36.09167384,0.200295688,327,24,13,,nan,0
53448607,08-11-24 2:30,Hyderabad,Express,Home Care,PepsiCo,Online,Cash,3,172.9697186,210.2560171,630.7680513,518.9091558,111.8588955,0.177337605,218,37,9,,M,0
75413537,25-07-24 7:28,Hyderabad,Super,Fruits,PepsiCo,Omnichannel,Cash,2,165.3892441,217.8605903,435.7211806,330.7784882,104.9426924,0.24084827,242,40,7,50,F,0
18412919,29-01-24 21:46,Pune,Super,Grocery,ITC,Omnichannel,UPI,4,191.5306885,271.2602497,1085.040999,766.1227539,318.9182447,0.29392276,178,35,6,43,M,0
38236041,06-10-24 5:24,Hyderabad,Hyper,Dairy,HUL,Online,Card,2,148.585452,209.0039646,418.0079292,297.1709041,120.8370251,0.289078309,366,32,8,,F,0
10524865,28-07-24 17:30,Mumbai,Super,Snacks,ITC,Offline,Cash,5,117.3570583,141.2018926,706.0094632,586.7852913,119.2241719,0.168870501,134,32,8,33,nan,1
46665947,19-08-24 16:08,Chennai,Super,Fruits,Tata,Offline,Card,2,106.0456886,114.520588,229.041176,212.0913772,16.94979878,0.074003282,207,33,14,53,F,0
13305227,25-07-24 8:40,Chennai,Express,Grocery,PepsiCo,Omnichannel,Wallet,5,159.8374718,180.9406575,904.7032873,799.1873589,105.5159284,0.116630424,165,31,7,35,F,0
81187527,21-07-24 1:21,Pune,Super,Beverages,Tata,Online,Wallet,1,116.4261941,148.1820152,148.1820152,116.4261941,31.75582112,0.214302802,139,22,6,28,F,1
58000306,03-02-24 1:21,Kolkata,Express,Snacks,Britannia,Online,Cash,4,27.50833835,33.88067046,135.5226818,110.0333534,25.48932845,0.188081641,68,64,9,,F,0
77790739,23-07-24 2:39,Hyderabad,Super,Home Care,Parle,Omnichannel,Cash,5,113.6447725,145.9867149,729.9335744,568.2238623,161.7097121,0.221540312,470,46,6,,F,0
62794387,17-10-24 3:26,Chennai,Super,Fruits,HUL,Offline,Card,2,52.0706536,56.51019804,113.0203961,104.1413072,8.879088875,0.078561828,392,52,12,,F,0
13363652,20-04-24 22:36,Chennai,Express,Home Care,Tata,Offline,Cash,1,114.395609,126.2907164,126.2907164,114.395609,11.89510739,0.094188296,276,44,3,26,F,1
41771296,08-08-24 0:52,Bengaluru,Express,Snacks,Amul,Offline,Wallet,1,112.7459666,131.661199,131.661199,112.7459666,18.91523239,0.143665959,101,22,5,,M,0
11099358,12-01-24 5:57,Bengaluru,Super,Fruits,Nestle,Offline,Wallet,4,61.41264395,77.46841384,309.8736554,245.6505758,64.22307955,0.207255694,225,44,3,,F,1
17101043,06-05-24 20:05,Hyderabad,Hyper,Dairy,Amul,Offline,Cash,2,199.1868966,246.1646072,492.3292145,398.3737931,93.95542134,0.190838607,265,65,7,,F,0
94617167,08-06-24 9:39,Mumbai,Hyper,Fruits,HUL,Offline,Wallet,2,143.9532531,155.5750245,311.150049,287.9065062,23.24354281,0.074702038,206,47,8,20,O,1
94121996,24-12-24 16:48,Chennai,Express,Fruits,ITC,Online,Wallet,5,115.2507206,137.7874548,688.9372742,576.253603,112.6836711,0.163561583,406,67,12,53,F,1
20770010,19-03-24 7:45,Ahmedabad,Hyper,Snacks,Tata,Offline,UPI,3,140.5602666,196.9170293,590.7510878,421.6807998,169.070288,0.286195475,444,75,3,19,M,0
46514227,10-04-24 22:34,Mumbai,Hyper,Snacks,Parle,Offline,Cash,1,91.49640858,108.9160977,108.9160977,91.49640858,17.41968916,0.159936773,326,69,6,56,M,0
36002498,29-05-24 2:43,Ahmedabad,Super,Personal Care,Britannia,Online,UPI,1,138.6220322,167.4661893,167.4661893,138.6220322,28.84415709,0.17223869,413,69,14,,M,1
48637773,28-12-24 7:46,Hyderabad,Hyper,Vegetables,Britannia,Online,Wallet,1,155.2967593,194.9668642,194.9668642,155.2967593,39.67010489,0.203471011,356,26,6,49,nan,0
64889120,07-11-24 11:49,Hyderabad,Express,Personal Care,Nestle,Online,Cash,2,75.48985233,83.88031775,167.7606355,150.9797047,16.78093084,0.100029013,486,74,12,45,F,0
44331188,13-01-24 15:54,Bengaluru,Hyper,Personal Care,Britannia,Online,Card,3,11.2051457,11.8307464,35.49223921,33.61543711,1.876802106,0.052879225,207,65,13,,F,0
83094490,26-03-24 9:18,Hyderabad,Express,Beverages,Parle,Offline,Card,1,35.89198308,46.90762096,46.90762096,35.89198308,11.01563787,0.234836848,212,23,14,,nan,1
15352063,26-10-24 21:52,Pune,Super,Snacks,Nestle,Omnichannel,Card,5,189.4985683,244.3028503,1221.514252,947.4928416,274.0214099,0.224329278,335,21,5,61,O,1
62516571,22-01-24 6:43,Chennai,Express,Beverages,ITC,Online,Wallet,4,93.66208795,107.7688291,431.0753164,374.6483518,56.42696465,0.130898157,69,73,13,,M,1
